Neighborhood,Neighborhood Latitude,Neighborhood Longitude,From Center,Venue,Venue Latitude,Venue Longitude,Venue Category
Woltersum,53.271119299999995,6.7327923,12.39850706472734,Loonbedrijf vd Laan,53.26802,6.73285,Business Service
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Croissanterie Pigalle,53.21761692354348,6.563481896624966,Bakery
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Black & Bloom,53.219432522691065,6.56182459107847,Coffee Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,De Pijp Wine & Dine,53.2168472720711,6.559539627578334,Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,De Pintelier,53.21860684682149,6.56177324583391,Bar
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,De Uurwerker,53.21871259853524,6.5616796023963575,Café
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Broodje van eigen deeg,53.216628990723315,6.560939483444462,Bakery
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Bakkerij Blanche,53.216517,6.55991,Bakery
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Mr. Mofongo,53.21936850376903,6.5641002913560555,Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Miss Blanche,53.21667651366004,6.5598524435154175,Hotel
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Doppio Espresso,53.216445,6.561224,Coffee Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Mas Mas,53.22016,6.561409,Coffee Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Feel Good,53.21910360164463,6.562109342262352,Juice Bar
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,No 25,53.21901698332217,6.562274500335457,Salad Place
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Dinercafe Soestdijk,53.218075582111894,6.562776691848181,Bar
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Café De Sigaar,53.216895,6.55979,Bar
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Eetcafé Ugly Duck,53.2181939922151,6.5635458322597025,Café
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Simon Lévelt koffie & thee,53.21811027638932,6.5631206740221,Coffee Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Bagels & Beans,53.218128604417075,6.563410493553775,Bagel Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Van Erp,53.21803039348569,6.562521774575545,Liquor Store
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Vismarkt,53.2171094082167,6.564545631408691,Plaza
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Dille & Kamille,53.218052499006816,6.562505613517104,Furniture / Home Store
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Il Gusto,53.21918960013876,6.5620260645185535,Sandwich Place
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,De Kaaskop,53.21831617440984,6.563766237678248,Cheese Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Starbucks,53.21921330180201,6.562818288803101,Coffee Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Het Bakkerscafé,53.21819775956476,6.563671082630679,Bakery
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Grandcafé De Oude Kijk,53.21977449929297,6.56164924417071,French Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Pure Groningen,53.217708031885536,6.566397252621049,Frozen Yogurt Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Albert Heijn,53.21680981653539,6.563427114650465,Supermarket
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Cappuvino,53.21781377485131,6.566049026045904,Wine Bar
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,PS!,53.21900989573959,6.562202245614261,Coffee Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Tebrugge,53.21610939541672,6.556640645946086,Sandwich Place
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Pernikkel,53.21635430944172,6.557246696775336,Deli / Bodega
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Café De Koffer,53.21624758430439,6.555468152985574,Beer Garden
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Café Mulder,53.21816070954565,6.562234248339539,Bar
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Der Witz,53.218258656922416,6.567053706384058,Bar
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Bij Britta,53.21906457272639,6.562180323585881,Bakery
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Pho Saigon,53.218745,6.564912,Vietnamese Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Café Wolthoorn & Co.,53.21825633641038,6.561772915191844,Pub
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Hotel Corps De Garde,53.221012,6.562892,Hotel
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Ariola Delicatessen,53.2151653263172,6.565087996343437,Deli / Bodega
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Openbare Bibliotheek,53.219132315768064,6.5644349535313005,Library
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Het Opstapje,53.21871020466756,6.565205040901744,Bakery
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Noorderhaven,53.21961676696773,6.5581831864446105,Harbor / Marina
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Humphrey's,53.21675209830092,6.565238648888046,Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Kattencafe Op Zn Kop,53.22077487338978,6.566161024533451,Pet Café
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Toko Semarang,53.214560015422904,6.563390598211687,Asian Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Café Hooghoudt,53.218398639319496,6.567443657113416,Café
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Grote Markt,53.21875398728718,6.567710638046265,Plaza
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Ozan Döner Kebab,53.216464321739835,6.558034955052744,Falafel Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Le Souk,53.216004609324045,6.564473775098089,Food & Drink Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Societeit De Sleutel,53.21888748226609,6.557663235519338,Diner
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Fujiyama,53.219192627318556,6.567065914986633,Japanese Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Hasret,53.21647531510687,6.557630655478388,Doner Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Toscana,53.21534721145666,6.565010965280684,Ice Cream Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Food Matterz,53.221664,6.5654907,Sandwich Place
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,De Belg Waterloo,53.21827794336815,6.567234443529206,Food Truck
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Cantina Mexicana,53.216866552206724,6.564524541999747,Mexican Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Fresh Today,53.21522282,6.564636826515198,Bakery
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Søstrene Grene,53.2183357292885,6.567254355788746,Furniture / Home Store
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,The Dog's Bollocks,53.219314615754,6.564653423691574,Pub
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Eetwaar,53.22198758,6.560005,French Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Warung Jawa,53.214566584522075,6.564390190698291,Javanese Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Plato,53.22037257970098,6.566537934214788,Record Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Land Van Kokanje,53.21909857123484,6.5649093071631714,Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Frietwinkel,53.2149842730752,6.56514746617161,Friterie
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Restaurant Bla Bla,53.222362072160344,6.561448104395143,Vegetarian / Vegan Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Bistro 't Gerecht,53.22015367181438,6.563960111701814,Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Game Mania,53.221034345885876,6.5659023180594485,Video Game Store
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Usva,53.215428719170355,6.56218022394914,Theater
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Tante Truus,53.216254449700195,6.555503420484844,Bar
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Albert Heijn,53.2165818663989,6.560677712500414,Supermarket
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Café De Keyzer,53.21826113301541,6.561868986131661,Pub
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Lunch & LavAzza,53.21650640452223,6.558265591874628,Sandwich Place
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,SUBWAY®,53.216440093660324,6.56055037033525,Sandwich Place
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,De Drie Gezusters,53.218302020238724,6.567965512632224,Bar
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Pizzeria Napoli,53.21666465687787,6.558528288684561,Pizza Place
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Kaldi koffie & thee,53.21529416027271,6.55743847117785,Coffee Shop
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,La Cubanita,53.21473600146969,6.562607458229614,Latin American Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,SUBWAY®,53.22095800019131,6.566221492562136,Sandwich Place
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Spices,53.217154,6.556921,Indian Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Ossenmarkt,53.2219110816067,6.563063073663623,Plaza
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,El Txoko,53.21986021894696,6.561642145546304,Spanish Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Kale Jonker,53.21473412977467,6.5621999547465135,Bar
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Fresh today,53.215426,6.558092,Mediterranean Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Noordelijk Scheepvaartmuseum,53.21624134817189,6.560034281429337,History Museum
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Primark,53.2147536,6.556725,Clothing Store
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Kruidvat,53.21591044207832,6.557566225477859,Drugstore
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Amac,53.21583292892879,6.557744574552729,Electronics Store
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,McDonald's,53.21592234,6.55733504,Fast Food Restaurant
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,MediaMarkt,53.214882270117094,6.557701407121934,Electronics Store
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,HEMA,53.215305,6.5572097,Department Store
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Guyot Plein,53.221614335937154,6.561436938733446,Park
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Advocatenkamer,53.22161237566437,6.561426431365689,Lawyer
A-Kwartier,53.2183677,6.560568099999999,0.5013593809169368,Basic-Fit,53.21527630257436,6.557162584165561,Gym / Fitness Center
Binnenstad,53.217045,6.5664727,0.2467924299960869,Pure Groningen,53.217708031885536,6.566397252621049,Frozen Yogurt Shop
Binnenstad,53.217045,6.5664727,0.2467924299960869,Der Witz,53.218258656922416,6.567053706384058,Bar
Binnenstad,53.217045,6.5664727,0.2467924299960869,Block & Barrels,53.216909,6.567956,Gastropub
Binnenstad,53.217045,6.5664727,0.2467924299960869,Croissanterie Pigalle,53.21761692354348,6.563481896624966,Bakery
Binnenstad,53.217045,6.5664727,0.2467924299960869,Gustatio,53.2182,6.568896,Italian Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Vismarkt,53.2171094082167,6.564545631408691,Plaza
Binnenstad,53.217045,6.5664727,0.2467924299960869,Wadapartja,53.215081,6.567786,Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Cho Fah Eatthai,53.21777464455724,6.568035029693614,Thai Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Cappuvino,53.21781377485131,6.566049026045904,Wine Bar
Binnenstad,53.217045,6.5664727,0.2467924299960869,Ariola Delicatessen,53.2151653263172,6.565087996343437,Deli / Bodega
Binnenstad,53.217045,6.5664727,0.2467924299960869,Grote Markt,53.21875398728718,6.567710638046265,Plaza
Binnenstad,53.217045,6.5664727,0.2467924299960869,Grand Theatre,53.21851856596119,6.568477885765556,Theater
Binnenstad,53.217045,6.5664727,0.2467924299960869,Café Hooghoudt,53.218398639319496,6.567443657113416,Café
Binnenstad,53.217045,6.5664727,0.2467924299960869,Vera,53.217047,6.570089,Rock Club
Binnenstad,53.217045,6.5664727,0.2467924299960869,Thai Jasmine,53.215572,6.5696096,Thai Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Proeflokaal MOUT,53.214996105459576,6.567728050291834,Beer Bar
Binnenstad,53.217045,6.5664727,0.2467924299960869,Imono,53.21762839010476,6.568278575990822,Sushi Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Ribhouse Bronco,53.21860597245644,6.568184677436991,Steakhouse
Binnenstad,53.217045,6.5664727,0.2467924299960869,Mr. Mofongo,53.21936850376903,6.5641002913560555,Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,De Belg Waterloo,53.21827794336815,6.567234443529206,Food Truck
Binnenstad,53.217045,6.5664727,0.2467924299960869,Toscana,53.21534721145666,6.565010965280684,Ice Cream Shop
Binnenstad,53.217045,6.5664727,0.2467924299960869,Fujiyama,53.219192627318556,6.567065914986633,Japanese Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Albert Heijn,53.21680981653539,6.563427114650465,Supermarket
Binnenstad,53.217045,6.5664727,0.2467924299960869,Forum Groningen,53.218813,6.569984,Movie Theater
Binnenstad,53.217045,6.5664727,0.2467924299960869,Groninger Forum,53.218843,6.570031,Cultural Center
Binnenstad,53.217045,6.5664727,0.2467924299960869,Nachtcafe Warhol,53.21749920212873,6.570332086423651,Nightclub
Binnenstad,53.217045,6.5664727,0.2467924299960869,Cerveseria Catalana,53.21564865005495,6.569706242750201,Tapas Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Eetbar Het Concerthuis,53.21836265056179,6.570650741159675,Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Houdt van Eten,53.21458566000149,6.569038772879481,French Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Simon Lévelt koffie & thee,53.21811027638932,6.5631206740221,Coffee Shop
Binnenstad,53.217045,6.5664727,0.2467924299960869,Chaplin's Pub,53.2145548417887,6.566000179084043,Gastropub
Binnenstad,53.217045,6.5664727,0.2467924299960869,HEMA,53.216064497911574,6.56837937742178,Department Store
Binnenstad,53.217045,6.5664727,0.2467924299960869,Doppio Espresso,53.21456800926814,6.565207020091293,Coffee Shop
Binnenstad,53.217045,6.5664727,0.2467924299960869,De Pintelier,53.21860684682149,6.56177324583391,Bar
Binnenstad,53.217045,6.5664727,0.2467924299960869,Frietwinkel,53.2149842730752,6.56514746617161,Friterie
Binnenstad,53.217045,6.5664727,0.2467924299960869,Toko Semarang,53.214560015422904,6.563390598211687,Asian Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Griekse Traiterie de Olijfboom,53.2164348986433,6.5723881219923,Greek Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Martinitoren,53.219333,6.568243,Church
Binnenstad,53.217045,6.5664727,0.2467924299960869,De Uurwerker,53.21871259853524,6.5616796023963575,Café
Binnenstad,53.217045,6.5664727,0.2467924299960869,Konbu,53.217940888871645,6.569294107225572,Asian Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Satéhuis,53.2142,6.56886,Indonesian Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Black & Bloom,53.219432522691065,6.56182459107847,Coffee Shop
Binnenstad,53.217045,6.5664727,0.2467924299960869,Broodje van eigen deeg,53.216628990723315,6.560939483444462,Bakery
Binnenstad,53.217045,6.5664727,0.2467924299960869,Doppio Espresso,53.216445,6.561224,Coffee Shop
Binnenstad,53.217045,6.5664727,0.2467924299960869,Warung Jawa,53.214566584522075,6.564390190698291,Javanese Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,No 25,53.21901698332217,6.562274500335457,Salad Place
Binnenstad,53.217045,6.5664727,0.2467924299960869,Het Pakhuis,53.21802417684287,6.571166219118105,Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Martinikerk,53.219348906617384,6.56840671446691,Church
Binnenstad,53.217045,6.5664727,0.2467924299960869,Prinsenhof Hotel,53.22082912348914,6.569035281207086,Hotel
Binnenstad,53.217045,6.5664727,0.2467924299960869,Feel Good,53.21910360164463,6.562109342262352,Juice Bar
Binnenstad,53.217045,6.5664727,0.2467924299960869,Kattencafe Op Zn Kop,53.22077487338978,6.566161024533451,Pet Café
Binnenstad,53.217045,6.5664727,0.2467924299960869,Grand Café Groningen,53.21471599757426,6.567011532454025,Café
Binnenstad,53.217045,6.5664727,0.2467924299960869,Openbare Bibliotheek,53.219132315768064,6.5644349535313005,Library
Binnenstad,53.217045,6.5664727,0.2467924299960869,Martinikerkhof,53.22022810333691,6.569083371108085,Park
Binnenstad,53.217045,6.5664727,0.2467924299960869,Bakkerij Blanche,53.216517,6.55991,Bakery
Binnenstad,53.217045,6.5664727,0.2467924299960869,De Pijp Wine & Dine,53.2168472720711,6.559539627578334,Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Brouwerij Martinus,53.216210275738014,6.573306798896977,Brewery
Binnenstad,53.217045,6.5664727,0.2467924299960869,Pathé Groningen,53.214226969592666,6.566121001427607,Multiplex
Binnenstad,53.217045,6.5664727,0.2467924299960869,Starbucks,53.21921330180201,6.562818288803101,Coffee Shop
Binnenstad,53.217045,6.5664727,0.2467924299960869,Il Gusto,53.21918960013876,6.5620260645185535,Sandwich Place
Binnenstad,53.217045,6.5664727,0.2467924299960869,De Drie Gezusters,53.218302020238724,6.567965512632224,Bar
Binnenstad,53.217045,6.5664727,0.2467924299960869,Vapiano,53.21851499354588,6.569820372830002,Italian Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Miss Blanche,53.21667651366004,6.5598524435154175,Hotel
Binnenstad,53.217045,6.5664727,0.2467924299960869,Cervantes,53.21698745322434,6.572307908929029,Tapas Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Bever,53.219634634490134,6.571173933605713,Outdoor Supply Store
Binnenstad,53.217045,6.5664727,0.2467924299960869,Café the Crown,53.21595052097867,6.571322125999677,Bar
Binnenstad,53.217045,6.5664727,0.2467924299960869,Grand Café Prinsenhof,53.22092614907723,6.5689876246141825,Café
Binnenstad,53.217045,6.5664727,0.2467924299960869,WEEVA,53.215604,6.570852,Diner
Binnenstad,53.217045,6.5664727,0.2467924299960869,De Kleine Heerlijkheid,53.2188627735425,6.572654039576122,Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Café De Sigaar,53.216895,6.55979,Bar
Binnenstad,53.217045,6.5664727,0.2467924299960869,Café Kult,53.21662752514658,6.57289885270699,Pub
Binnenstad,53.217045,6.5664727,0.2467924299960869,Bowlingcentrum Groningen,53.21636594241699,6.571215148629508,Bowling Alley
Binnenstad,53.217045,6.5664727,0.2467924299960869,PS!,53.21900989573959,6.562202245614261,Coffee Shop
Binnenstad,53.217045,6.5664727,0.2467924299960869,Land Van Kokanje,53.21909857123484,6.5649093071631714,Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Flinders Cafe,53.21846444415852,6.573137682684438,Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Mas Mas,53.22016,6.561409,Coffee Shop
Binnenstad,53.217045,6.5664727,0.2467924299960869,Café Wolthoorn & Co.,53.21825633641038,6.561772915191844,Pub
Binnenstad,53.217045,6.5664727,0.2467924299960869,Bij Britta,53.21906457272639,6.562180323585881,Bakery
Binnenstad,53.217045,6.5664727,0.2467924299960869,Grandcafé De Oude Kijk,53.21977449929297,6.56164924417071,French Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Game Mania,53.221034345885876,6.5659023180594485,Video Game Store
Binnenstad,53.217045,6.5664727,0.2467924299960869,De Branderij,53.218473439282974,6.572461127207967,Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Da Carlo,53.214999728483285,6.568252090770065,Pizza Place
Binnenstad,53.217045,6.5664727,0.2467924299960869,Bistro 't Gerecht,53.22015367181438,6.563960111701814,Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,SUBWAY®,53.22095800019131,6.566221492562136,Sandwich Place
Binnenstad,53.217045,6.5664727,0.2467924299960869,Café De Keyzer,53.21826113301541,6.561868986131661,Pub
Binnenstad,53.217045,6.5664727,0.2467924299960869,Albert Heijn,53.2165818663989,6.560677712500414,Supermarket
Binnenstad,53.217045,6.5664727,0.2467924299960869,SUBWAY®,53.216440093660324,6.56055037033525,Sandwich Place
Binnenstad,53.217045,6.5664727,0.2467924299960869,El Txoko,53.21986021894696,6.561642145546304,Spanish Restaurant
Binnenstad,53.217045,6.5664727,0.2467924299960869,Noordelijk Scheepvaartmuseum,53.21624134817189,6.560034281429337,History Museum
Binnenstad,53.217045,6.5664727,0.2467924299960869,Nespresso Boutique,53.216815,6.561293999999975,Coffee Shop
Binnenstad,53.217045,6.5664727,0.2467924299960869,Cave Oporto,53.216659,6.56044,Portuguese Restaurant
Binnenstad-Oost,53.2209161,6.5727720000000005,0.3781146269311335,Stadsschouwburg,53.22073317505104,6.571736180665293,Theater
